Timestamp,X,Y,Z,qx,qy,qz,qw
1683821395.231794,-1.9553381207515486e-06,-1.451982143407804e-06,0.0,0.0,0.0,0.9797452766245928,-0.20024782878173755
1683821395.2658489,-0.00047630188055336475,-0.00041735582635737956,0.0,0.0,0.0,0.979765808941011,-0.20014734479919155
1683821395.2999039,-0.0005618200520984828,-0.0003758842358365655,0.0,0.0,0.0,0.9797220156853956,-0.20036160306142858
1683821395.3339586,-0.00039833507617004216,-0.00010703234875109047,0.0,0.0,0.0,0.9796421445125116,-0.20075175888376995
1683821395.3680134,-0.0006595611339434981,-0.0006271160091273487,0.0,0.0,0.0,0.9796505340371896,-0.20071081475757424
1683821395.4020681,-0.0007419537869282067,-0.0006204431992955506,0.0,0.0,0.0,0.9796454437321408,-0.20073565845374094
1683821395.4361231,-0.0005913013592362404,-0.0003178156621288508,0.0,0.0,0.0,0.9796585028920362,-0.20067191560189623
1683821395.470178,-0.000474508386105299,-0.0008947351016104221,0.0,0.0,0.0,0.9797198699443302,-0.20037209495402442
1683821395.5042326,-0.0007571610622107983,-0.0006209001876413822,0.0,0.0,0.0,0.9797194960456143,-0.20037392312406183
1683821395.5382874,-0.0006056299898773432,-0.0009233267046511173,0.0,0.0,0.0,0.9797341777852085,-0.20030212400157216
1683821395.5723424,-0.0002420787059236318,-0.0007065247627906501,0.0,0.0,0.0,0.9797478268225085,-0.20023535111606022
1683821395.6063972,-0.0004475021851249039,-0.00024002297141123563,0.0,0.0,0.0,0.9797037343776689,-0.2004509736729902
1683821395.640452,-0.00041710142977535725,4.9824939196696505e-06,0.0,0.0,0.0,0.9796910092960538,-0.2005131574348158
1683821395.674507,-8.407142740907148e-05,-4.9379879783373326e-05,0.0,0.0,0.0,0.9797049067650546,-0.20044524354664964
1683821395.7085617,-0.00024025623861234635,5.84853387408657e-06,0.0,0.0,0.0,0.9797255017291739,-0.20034455635608955
1683821395.7426164,2.7807298465631902e-05,-2.3175645765149966e-05,0.0,0.0,0.0,0.9797437390175104,-0.20025535162883537
1683821395.7766712,-0.0002189350634580478,9.849503840086982e-05,0.0,0.0,0.0,0.9797522483037359,-0.20021371567346397
1683821395.8107262,0.0003196681500412524,0.0003537731245160103,0.0,0.0,0.0,0.979731743887353,-0.2003140285138472
1683821395.844781,5.225796849117614e-05,0.0001821961486712098,0.0,0.0,0.0,0.9797310842390846,-0.20031725481272913
1683821395.8788357,-0.00019255532242823392,7.284087041625753e-05,0.0,0.0,0.0,0.9797491311487264,-0.2002289689663205
1683821395.9128904,-0.0002851361932698637,4.6589659177698195e-05,0.0,0.0,0.0,0.9797771457928581,-0.20009184036836788
1683821395.9469454,-0.00013201269030105323,0.00010463879880262539,0.0,0.0,0.0,0.9798062097732041,-0.19994947184193318
1683821395.9810002,0.00036028388421982527,0.000248135591391474,0.0,0.0,0.0,0.9798274276873686,-0.19984547018022283
1683821396.015055,0.0012548021040856838,0.00048806145787239075,0.0,0.0,0.0,0.979833007039769,-0.1998181130813823
1683821396.04911,0.0015365539584308863,0.0011285452637821436,0.0,0.0,0.0,0.9798545257576314,-0.19971256433256038
1683821396.0831647,0.0015010664938017726,0.001427665469236672,0.0,0.0,0.0,0.9798891593273893,-0.19954256546577268
1683821396.1172194,0.0019539997447282076,0.0015688682906329632,0.0,0.0,0.0,0.9799162384341056,-0.199409542532832
1683821396.1512742,0.0020006734412163496,0.002045608125627041,0.0,0.0,0.0,0.9799012948664161,-0.19948296247830577
1683821396.1853292,0.0020144395530223846,0.0020622394513338804,0.0,0.0,0.0,0.9799268731366916,-0.19935727552448754
1683821396.219384,0.0024167161900550127,0.0023130120243877172,0.0,0.0,0.0,0.9799362022833149,-0.199311413257129
1683821396.2534387,0.0032116523943841457,0.002615823643282056,0.0,0.0,0.0,0.9799886187655785,-0.19905352820267655
1683821396.2874935,0.0032037601340562105,0.002627007430419326,0.0,0.0,0.0,0.9800288791911627,-0.19885521353817603
1683821396.3215485,0.002992130583152175,0.0027579674497246742,0.0,0.0,0.0,0.9800312796364002,-0.19884338292797124
1683821396.3556032,0.0031451673712581396,0.0030095940455794334,0.0,0.0,0.0,0.9800270897286559,-0.1988640324392044
1683821396.389658,0.0028550371062010527,0.0029062086250633,0.0,0.0,0.0,0.9800145183825696,-0.19892597557729888
1683821396.423713,0.002797467401251197,0.0028491048142313957,0.0,0.0,0.0,0.9800248634742111,-0.19887500338743883
1683821396.4577677,0.003120253561064601,0.002764059929177165,0.0,0.0,0.0,0.9800229966781803,-0.19888420244433555
1683821396.4918225,0.002958791796118021,0.0021045345347374678,0.0,0.0,0.0,0.9800559958974119,-0.198721526024566
1683821396.5258772,0.002693801186978817,0.0025682407431304455,0.0,0.0,0.0,0.9800229064799666,-0.19888464690508076
1683821396.5599322,0.003052924294024706,0.0028452440164983273,0.0,0.0,0.0,0.9800480890702535,-0.1987605169789626
1683821396.593987,0.0030491140205413103,0.0027453892398625612,0.0,0.0,0.0,0.9800164817452597,-0.19891630276989164
1683821396.6280417,0.003195315133780241,0.0024301973171532154,0.0,0.0,0.0,0.9800621814429986,-0.19869101767616681
1683821396.6620965,0.002771807136014104,0.003286608261987567,0.0,0.0,0.0,0.9799607718110719,-0.1991905763620561
1683821396.6961515,0.0026394680608063936,0.0026836025062948465,0.0,0.0,0.0,0.9800132505751514,-0.19893222136477934
1683821396.7302063,0.002586781047284603,0.002452743472531438,0.0,0.0,0.0,0.9800212781502468,-0.19889267048525647
1683821396.764261,0.0028318772092461586,0.002776180161163211,0.0,0.0,0.0,0.9799781733157366,-0.1991049467611297
